,ID,SleeveLength,LowerClothingLength,Hat,WaistAccessories,Neckline,Cardigan,CoveringNavel,UpperF,LowerF,OuterF,UpperP,LowerP,OuterP,Gender
1859,00000634-02,0,0,0,0,2,1,0,1,0,7,1,1,7,1
1860,00000637-01,3,3,0,0,4,1,1,1,0,7,2,3,7,1
1861,00000652-08,0,0,0,3,4,1,1,1,1,7,3,3,7,1
1862,00000666-01,2,0,0,3,6,2,0,1,1,1,3,3,1,1
1863,00000669-02,0,4,1,0,4,1,0,1,0,7,1,3,7,1
1864,00000671-01,0,4,1,3,2,2,1,1,0,7,1,3,7,1
1865,00000675-01,3,4,0,3,2,1,1,1,1,7,1,3,7,1
1866,00000678-02,1,4,2,3,6,2,1,1,0,1,3,3,1,1
1867,00000692-01,0,4,0,3,5,1,1,1,0,7,1,3,7,1
1868,00000693-02,3,4,0,3,3,1,1,1,1,7,3,3,7,1
1869,00000695-01,3,3,0,0,6,0,0,1,0,5,3,3,1,1
1870,00000703-01,0,4,0,0,6,2,1,1,0,7,1,3,7,1
1871,00000713-02,0,0,0,0,5,1,1,1,0,7,1,3,7,1
1872,00000718-03,1,0,0,0,2,1,0,1,1,7,1,1,7,1
1873,00000718-04,1,0,0,0,2,1,0,1,1,7,1,1,7,1
1874,00000718-06,1,0,0,0,2,1,0,1,1,7,1,1,7,1
1875,00000720-02,0,4,0,3,0,1,1,5,0,7,0,3,7,1
1876,00000720-03,0,4,0,3,0,1,1,5,0,7,0,3,7,1
1877,00000721-03,2,3,0,3,6,0,1,1,0,1,3,3,1,1
1878,00000723-02,3,0,0,0,2,1,0,1,0,7,3,3,7,1
1879,00000727-03,1,4,0,0,6,2,1,1,0,7,0,3,7,1
1880,00000727-04,1,4,1,3,6,1,1,1,0,7,0,3,7,1
1881,00000737-01,2,0,0,0,2,0,0,1,0,5,3,3,1,1
1882,00000737-02,2,2,0,3,6,2,2,1,0,5,3,3,1,1
1883,00000740-03,3,0,0,3,0,1,1,1,1,7,3,3,7,1
1884,00000740-04,3,4,0,3,0,1,1,5,0,7,3,3,7,1
1885,00000751-02,0,4,0,3,2,1,1,1,0,7,0,3,7,1
1886,00000751-03,0,0,0,3,2,1,1,1,0,7,0,3,7,1
1887,00000758-02,0,4,0,3,5,1,1,1,0,7,3,3,7,1
1888,00000774-04,1,4,1,0,2,1,0,5,0,7,1,3,7,1
1889,00000774-05,1,4,0,0,2,1,0,5,0,7,1,3,7,1
1890,00000781-04,0,1,0,0,5,1,1,1,1,7,3,3,7,1
1891,00000786-02,1,0,1,0,2,1,1,1,1,7,1,3,7,1
1892,00000794-03,1,4,0,3,2,1,1,1,0,7,6,3,7,1
1893,00000797-02,2,0,0,3,2,1,1,5,0,7,1,3,7,1
1894,00000797-03,2,0,0,3,2,1,1,5,0,7,1,3,7,1
1895,00000806-02,0,4,0,0,2,1,0,5,0,7,3,3,7,1
1896,00000807-03,1,4,0,3,2,1,1,1,0,7,1,3,7,1
1897,00000807-04,1,4,0,3,2,1,1,1,1,7,1,3,7,1
1898,00000808-03,0,4,0,3,0,1,1,1,1,7,3,3,7,1
1899,00000808-04,0,4,0,3,0,1,1,1,1,7,3,3,7,1
1900,00000814-06,1,4,0,3,6,2,1,1,1,7,3,3,7,1
1901,00000814-07,1,4,0,3,2,1,1,1,1,7,3,3,7,1
1902,00000814-08,1,4,0,3,6,2,1,1,1,7,3,3,7,1
1903,00000856-01,2,4,1,3,4,2,1,1,1,7,3,3,7,1
1904,00000856-02,2,4,0,3,4,1,1,1,1,7,3,3,7,1
1905,00000876-02,3,4,0,3,4,1,1,1,0,7,4,3,7,1
1906,00000879-01,3,4,0,3,2,1,1,5,1,7,3,3,7,1
1907,00000890-02,0,0,0,3,2,1,1,1,0,7,1,3,7,1
1908,00000890-03,0,0,0,3,2,1,1,1,0,7,1,3,7,1
1909,00000890-04,0,0,0,3,2,1,1,1,0,7,1,3,7,1
1910,00000896-06,1,4,0,3,2,1,1,5,0,7,1,3,7,1
1911,00000906-01,2,0,0,0,2,1,1,1,0,7,1,3,7,1
1912,00000906-02,2,0,0,0,2,1,2,1,0,7,1,3,7,1
1913,00000915-01,0,4,0,3,5,1,1,1,0,7,1,3,7,1
1914,00000922-04,0,4,0,3,2,1,1,1,1,7,1,3,7,1
1915,00000927-01,1,4,0,3,2,1,1,5,1,7,6,6,7,1
1916,00000941-01,2,4,0,0,2,1,1,1,0,7,1,3,7,1
1917,00000943-01,3,4,0,3,2,1,1,1,0,7,1,3,7,1
1918,00000943-02,3,4,0,3,2,1,1,1,0,7,1,3,7,1
1919,00000947-02,3,4,1,3,2,0,1,5,0,1,3,3,1,1
1920,00000948-01,2,0,0,3,4,1,1,1,1,7,4,3,7,1
1921,00000950-01,0,0,0,3,4,2,2,5,1,7,3,3,7,1
1922,00000951-01,2,4,0,3,0,1,1,1,0,7,1,3,7,1
1923,00000963-02,0,4,0,3,5,2,1,1,0,7,1,3,7,1
1924,00000970-02,3,4,0,3,4,1,1,1,0,7,4,3,7,1
1925,00000982-01,0,0,0,0,2,1,1,1,0,7,1,3,7,1
1926,00000982-02,0,0,0,0,2,1,1,1,0,7,1,3,7,1
1927,00000984-01,3,4,0,3,2,1,1,1,0,7,1,3,7,1
1928,00000984-02,3,4,0,3,2,1,1,1,0,7,1,3,7,1
1929,00000993-01,0,4,0,0,2,1,1,1,0,7,1,3,7,1
1930,00000994-01,2,4,0,0,2,1,0,1,1,7,1,3,7,1
1931,00000997-01,2,0,0,3,2,1,1,5,0,7,1,3,7,1
1932,00000998-01,3,4,0,3,4,1,1,5,1,7,1,3,7,1
1933,00001014-01,0,0,0,3,0,1,1,5,1,7,3,3,7,1
1934,00001016-01,3,4,0,0,2,1,1,1,0,7,1,3,7,1
1935,00001018-05,1,4,0,3,2,1,1,5,1,7,3,3,7,1
1936,00001018-06,1,4,0,3,2,1,1,5,1,7,3,3,7,1
1937,00001020-02,2,0,2,3,6,2,2,1,0,7,1,3,7,1
1938,00001030-02,0,4,0,3,5,1,1,1,0,7,1,3,7,1
1939,00001033-01,3,4,0,3,2,1,1,1,0,7,1,3,7,1
1940,00001033-02,3,4,0,0,2,1,1,1,0,7,1,3,7,1
1941,00001035-01,0,0,1,3,2,1,1,1,0,7,3,3,7,1
1942,00001047-02,0,0,0,3,2,1,1,1,0,7,1,3,7,1
1943,00001051-01,3,4,1,3,4,1,1,1,0,7,4,3,7,1
1944,00001057-02,3,3,0,3,6,2,2,5,5,7,3,1,7,1
1945,00001061-01,3,4,0,3,4,1,1,1,0,7,4,3,7,1
1946,00001072-02,2,4,0,3,2,1,1,1,0,7,1,3,7,1
1947,00001078-01,2,4,0,3,2,1,1,1,0,7,1,3,7,1
1948,00001079-04,2,4,0,3,2,1,1,1,0,7,1,3,7,1
1949,00001079-05,2,4,0,3,2,1,1,1,0,7,1,3,7,1
1950,00001083-01,2,4,0,3,6,1,1,1,0,7,1,3,7,1
1951,00001084-02,3,4,0,3,2,2,1,1,2,7,1,3,7,1
1952,00001086-02,0,2,0,0,2,1,1,5,5,7,3,3,7,1
1953,00001086-03,0,2,0,0,6,2,1,5,5,7,3,3,7,1
1954,00001090-01,0,4,0,0,5,1,0,1,0,7,1,3,7,1
1955,00001091-01,0,4,0,3,4,1,1,1,0,7,1,3,7,1
1956,00001093-03,3,4,0,3,4,1,1,1,0,7,1,3,7,1
1957,00001093-04,3,0,0,0,4,1,1,1,0,7,1,3,7,1
1958,00001094-02,0,4,0,0,6,2,1,1,0,7,1,3,7,1
1959,00001095-03,0,0,0,3,2,1,1,5,1,7,3,3,7,1
1960,00001095-04,0,4,0,3,6,2,2,5,1,7,3,3,7,1
1961,00001095-05,0,0,0,3,2,1,1,5,0,7,3,3,7,1
1962,00001102-03,3,4,0,0,4,1,1,1,0,7,2,3,7,1
1963,00001102-04,3,4,0,3,4,1,1,1,0,7,2,3,7,1
1964,00001114-01,3,4,0,3,6,1,1,1,0,7,1,3,7,1
1965,00001115-01,1,4,0,3,3,1,1,5,1,7,1,3,7,1
1966,00001120-01,0,4,0,0,5,1,0,1,0,7,2,3,7,1
1967,00001129-01,3,4,0,3,4,2,1,1,0,7,4,3,7,1
1968,00001131-03,0,4,0,3,2,2,1,5,2,7,1,3,7,1
1969,00001135-03,1,4,1,0,6,1,0,1,0,7,1,3,7,1
1970,00001135-04,1,4,0,0,6,1,0,1,0,7,1,3,7,1
1971,00001151-03,0,4,0,3,2,1,1,5,0,7,1,3,7,1
1972,00001160-02,3,4,2,3,0,1,1,5,0,7,3,3,7,1
1973,00001165-01,0,4,1,3,2,1,2,1,0,7,1,3,7,1
1974,00001166-02,3,4,0,3,2,1,1,5,0,7,3,3,7,1
1975,00001170-05,0,4,0,0,2,1,1,5,0,7,3,3,7,1
1976,00001170-07,0,4,0,0,2,1,1,5,0,7,3,3,7,1
1977,00001171-02,3,4,1,1,0,1,1,1,2,7,1,3,7,1
1978,00001172-02,1,0,0,3,6,1,1,1,1,7,1,3,7,1
1979,00001175-02,3,0,1,3,2,1,1,1,0,7,1,3,7,1
1980,00001180-01,1,0,0,3,4,2,2,1,0,7,4,3,7,1
1981,00001188-04,1,4,0,3,2,1,1,1,1,7,2,3,7,1
1982,00001191-01,1,4,1,0,2,1,0,2,0,7,1,3,7,1
1983,00001194-04,0,4,1,3,6,1,1,1,0,7,3,3,7,1
1984,00001194-05,0,4,1,3,0,1,1,1,0,7,3,3,7,1
1985,00001194-06,0,4,1,3,0,1,1,1,0,7,3,3,7,1
1986,00001196-03,0,0,0,3,2,1,1,5,0,7,1,3,7,1
1987,00001199-02,0,4,0,3,6,1,1,1,0,7,1,3,7,1
1988,00001200-03,2,4,0,3,0,1,1,1,0,7,3,3,7,1
1989,00001200-05,2,4,0,3,0,1,1,1,0,7,3,3,7,1
1990,00001214-01,0,4,1,0,2,1,1,6,0,7,5,3,7,1
1991,00001215-01,1,4,0,0,2,1,0,5,0,7,1,3,7,1
1992,00001216-01,3,4,0,3,2,1,1,1,2,7,1,3,7,1
1993,00001217-02,0,0,0,3,5,1,1,5,1,7,1,3,7,1
1994,00001217-03,0,4,0,3,5,1,1,5,0,7,1,3,7,1
1995,00001219-03,3,0,0,0,0,1,1,5,2,7,1,3,7,1
1996,00001224-01,1,0,0,0,6,1,1,1,1,7,3,3,7,1
1997,00001233-03,3,4,0,3,1,1,1,5,0,7,1,3,7,1
1998,00001234-04,0,0,0,3,2,1,1,1,1,7,6,1,7,1
1999,00001234-05,0,0,0,0,2,1,1,1,1,7,6,3,7,1
2000,00001234-06,0,0,0,3,2,1,1,1,1,7,6,3,7,1
2001,00001241-03,3,4,0,3,2,1,1,1,0,7,0,3,7,1
2002,00001242-04,1,0,0,0,6,1,0,1,0,7,1,3,7,1
2003,00001242-05,1,0,0,0,6,1,0,1,0,7,1,3,7,1
2004,00001242-06,1,0,0,0,6,1,0,1,0,7,1,3,7,1
2005,00001259-02,0,4,0,3,4,1,1,5,0,7,3,3,7,1
2006,00001269-02,3,4,0,0,4,1,0,1,0,7,4,3,7,1
2007,00001270-02,3,0,1,3,4,1,1,1,1,7,3,3,7,1
2008,00001278-04,0,4,0,3,2,1,1,5,0,7,1,3,7,1
2009,00001280-01,1,4,0,3,6,1,1,1,0,7,1,3,7,1
2010,00001282-01,0,4,0,3,2,1,1,1,0,7,1,3,7,1
2011,00001282-02,0,4,0,3,6,1,1,1,0,7,1,3,7,1
2012,00001289-02,0,0,0,0,5,1,0,1,0,7,1,3,7,1
2013,00001299-02,0,4,0,3,2,1,1,1,0,7,1,3,7,1
2014,00001301-02,0,4,0,3,2,1,1,1,0,7,1,3,7,1
2015,00001306-01,3,4,0,3,0,1,1,1,0,7,1,3,7,1
2016,00001325-02,2,0,1,3,2,1,1,1,1,7,1,3,7,1
2017,00001327-04,0,4,0,3,2,1,1,1,1,7,3,3,7,1
2018,00001327-05,0,4,0,3,2,1,1,1,1,7,3,3,7,1
2019,00001327-06,0,4,0,3,6,2,2,1,1,7,3,3,7,1
2020,00001331-01,3,0,0,3,6,1,1,1,1,7,2,3,7,1
2021,00001332-01,0,0,2,0,5,1,0,1,1,7,1,1,7,1
2022,00001334-04,0,0,0,3,5,1,1,5,0,7,3,3,7,1
2023,00001334-05,0,0,0,3,5,1,1,5,0,7,3,3,7,1
2024,00001334-06,0,0,0,3,5,1,1,5,0,7,3,3,7,1
2025,00001338-02,3,1,0,3,6,2,2,5,5,7,1,1,7,1
2026,00001339-02,0,0,0,3,5,1,1,5,0,7,1,3,7,1
2027,00001352-01,3,4,0,0,6,2,2,5,0,7,3,3,7,1
2028,00001358-01,0,0,0,3,5,1,1,1,0,7,1,3,7,1
2029,00001358-02,0,0,0,3,5,1,1,1,0,7,1,3,7,1
2030,00001359-02,0,0,0,3,5,1,1,1,0,7,0,3,7,1
2031,00001364-01,2,0,0,0,4,1,1,1,0,7,3,3,7,1
2032,00001371-02,3,0,0,0,0,0,0,1,0,1,1,3,1,1
2033,00001377-01,1,0,2,3,3,1,1,0,0,7,3,3,7,1
2034,00001391-01,3,4,0,0,2,1,1,1,0,7,2,3,7,1
2035,00001393-01,2,0,0,3,0,1,1,1,0,7,1,3,7,1
2036,00001393-02,2,0,0,3,0,1,1,1,0,7,1,3,7,1
2037,00001394-02,1,4,0,3,6,2,2,5,0,7,0,3,7,1
2038,00001397-02,2,4,0,3,2,1,1,1,0,7,1,3,7,1
2039,00001400-02,3,4,0,0,0,1,1,1,0,7,1,3,7,1
2040,00001407-02,3,4,0,3,6,2,2,1,0,7,1,3,7,1
2041,00001418-01,0,4,0,3,4,1,1,1,0,7,4,3,7,1
2042,00001419-03,0,0,1,3,2,1,1,5,2,7,1,3,7,1
2043,00001419-04,0,0,1,3,2,1,1,5,2,7,1,3,7,1
2044,00001421-02,0,4,0,0,5,2,2,5,0,7,3,3,7,1
2045,00001421-03,0,4,1,0,5,1,2,5,0,7,3,3,7,1
2046,00001421-04,0,4,1,0,5,1,0,5,0,7,3,3,7,1
2047,00001421-05,0,4,1,3,6,2,2,5,0,7,3,3,7,1
2048,00001434-01,3,4,0,3,4,2,2,1,0,7,4,3,7,1
2049,00001434-03,3,4,0,0,4,1,1,1,0,7,4,3,7,1
2050,00001440-02,0,4,0,3,1,1,1,1,0,7,1,3,7,1
2051,00001441-02,0,4,0,0,0,1,2,1,1,7,0,0,7,1
2052,00001443-01,0,4,0,3,2,1,1,1,1,7,4,3,7,1
2053,00001446-05,0,0,0,3,5,1,1,5,0,7,3,3,7,1
2054,00001446-06,0,0,0,3,5,1,1,5,0,7,3,3,7,1
2055,00001446-07,0,0,0,3,5,1,1,5,0,7,3,3,7,1
2056,00001446-08,0,0,0,3,5,1,1,5,0,7,3,3,7,1
2057,00001446-09,0,0,0,3,5,1,1,5,0,7,3,3,7,1
2058,00001447-02,0,0,0,3,6,2,2,5,5,7,3,3,7,1
2059,00001447-03,0,0,0,3,6,1,1,5,0,7,3,3,7,1
2060,00001451-01,1,4,0,3,2,1,1,1,0,7,1,3,7,1
2061,00001454-03,0,4,0,3,5,1,1,5,0,7,3,3,7,1
2062,00001455-01,0,0,0,3,4,1,1,0,1,7,3,3,7,1
2063,00001455-02,0,0,0,0,4,1,0,0,1,7,3,3,7,1
2064,00001465-01,0,4,0,0,5,1,0,1,1,7,2,2,7,1
2065,00001471-03,0,0,0,0,6,2,2,5,1,7,3,3,7,1
2066,00001474-01,3,4,0,3,4,2,1,1,0,7,1,3,7,1
2067,00001484-02,3,0,0,3,5,1,1,1,0,7,3,3,7,1
2068,00001486-02,3,0,0,3,2,2,1,1,0,7,3,3,7,1
2069,00001495-01,3,4,0,3,4,1,1,1,0,7,4,3,7,1
2070,00001495-02,3,4,0,3,4,2,1,1,0,7,4,3,7,1
2071,00001502-02,1,0,0,3,2,1,1,1,1,7,3,3,7,1
2072,00001505-02,2,4,0,0,2,2,0,1,0,7,1,3,7,1
2073,00001508-03,1,4,0,3,4,1,1,1,0,7,3,3,7,1
2074,00001508-04,1,4,0,3,4,1,1,1,0,7,3,3,7,1
2075,00001526-02,0,0,0,3,5,1,1,1,1,7,3,1,7,1
2076,00001529-01,0,0,0,3,6,1,1,5,0,7,1,3,7,1
2077,00001530-01,0,0,0,0,2,1,1,1,0,7,3,3,7,1
2078,00001530-02,0,0,0,3,2,1,1,1,0,7,1,3,7,1
2079,00001536-02,1,4,0,0,2,1,1,1,0,7,3,3,7,1
2080,00001553-02,3,4,1,3,0,1,1,5,0,7,1,3,7,1
2081,00001570-02,0,0,0,3,4,2,1,0,1,7,3,3,7,1
2082,00001583-02,0,0,0,3,5,1,1,1,2,7,1,3,7,1
2083,00001586-02,0,4,0,3,2,1,1,5,0,7,3,3,7,1
2084,00001608-02,3,4,0,3,3,2,1,5,0,7,1,3,7,1
2085,00001612-02,2,0,0,0,4,1,1,1,1,7,0,0,7,1
2086,00001616-01,0,4,0,3,2,1,1,5,2,7,6,3,7,1
2087,00001621-03,1,4,0,3,4,1,1,1,1,7,3,3,7,1
2088,00001624-04,3,0,0,3,4,1,1,1,0,7,3,3,7,1
2089,00001624-05,3,0,0,3,4,1,1,1,0,7,3,3,7,1
2090,00001624-06,3,0,0,3,4,1,1,1,0,7,3,3,7,1
2091,00001631-02,2,0,0,3,0,1,1,5,1,7,3,3,7,1
2092,00001632-02,0,4,0,0,5,1,1,1,0,7,1,3,7,1
2093,00001633-03,0,4,0,0,5,2,2,5,0,7,3,3,7,1
2094,00001633-04,0,4,0,0,5,1,1,5,0,7,3,3,7,1
2095,00001642-01,2,3,0,0,6,0,1,5,5,1,1,1,3,1
2096,00001642-02,2,3,0,3,6,2,2,5,5,7,1,1,7,1
2097,00001649-01,3,4,0,3,4,1,1,1,0,7,3,3,7,1
2098,00001652-02,0,4,0,3,6,2,2,1,0,7,4,3,7,1
2099,00001658-03,1,0,0,3,0,1,1,5,1,7,3,3,7,1
2100,00001658-04,1,0,0,3,0,1,1,5,1,7,3,3,7,1
2101,00001661-03,1,0,0,0,2,1,0,6,2,7,5,3,7,1
2102,00001661-04,1,0,0,0,2,1,0,6,2,7,5,3,7,1
2103,00001663-01,0,4,0,0,5,1,0,1,0,7,1,3,7,1
2104,00001663-02,0,4,0,0,2,0,0,1,0,7,1,3,7,1
2105,00001663-03,0,4,0,0,2,1,0,1,0,7,1,3,7,1
2106,00001666-01,1,0,0,3,1,1,1,1,1,7,1,3,7,1
2107,00001704-02,0,0,0,3,6,2,1,5,1,7,1,3,7,1
2108,00001706-01,1,4,0,3,4,1,1,1,0,7,1,3,7,1
2109,00001708-02,1,4,0,3,2,1,1,5,0,7,1,3,7,1
2110,00001709-02,0,0,0,3,2,1,1,1,1,7,1,3,7,1
2111,00001710-01,0,4,0,3,2,1,1,1,1,7,2,3,7,1
2112,00001712-01,2,4,0,3,4,1,1,1,2,7,3,3,7,1
2113,00001719-01,3,0,0,3,0,1,1,1,0,7,1,3,7,1
2114,00001722-05,3,4,1,3,2,1,1,1,0,7,3,3,7,1
2115,00001722-06,3,4,1,3,2,1,1,1,0,7,3,3,7,1
2116,00001722-07,3,4,1,3,2,1,1,1,0,7,3,3,7,1
2117,00001722-08,3,4,1,3,2,1,1,1,0,7,3,3,7,1
2118,00001726-03,0,4,0,3,0,1,1,5,0,7,3,3,7,1
2119,00001726-04,0,4,0,3,6,1,1,5,0,7,3,3,7,1
2120,00001739-03,0,4,0,3,0,1,1,5,0,7,3,3,7,1
2121,00001741-01,3,4,0,3,5,1,1,1,0,7,1,3,7,1
2122,00001744-01,1,0,0,3,2,1,1,1,0,7,0,3,7,1
2123,00001751-02,0,4,0,3,0,2,1,5,2,7,3,3,7,1
2124,00001752-01,3,0,0,3,2,1,1,1,1,7,1,3,7,1
2125,00001753-02,0,0,0,0,5,1,1,5,0,7,1,3,7,1
2126,00001753-03,0,4,0,0,5,1,1,5,0,7,1,3,7,1
2127,00001755-01,3,4,1,3,2,1,1,1,0,7,1,3,7,1
2128,00001758-02,0,4,0,0,6,1,1,5,1,7,3,3,7,1
2129,00001760-02,0,0,0,0,6,1,1,6,0,7,3,3,7,1
2130,00001766-01,3,0,0,3,0,1,1,1,0,7,1,3,7,1
2131,00001766-02,3,0,0,3,0,1,1,1,0,7,1,3,7,1
2132,00001768-02,3,4,0,3,4,1,1,1,0,7,4,3,7,1
2133,00001769-03,3,4,1,0,4,1,1,1,1,7,3,3,7,1
2134,00001769-04,3,4,0,0,4,1,1,1,1,7,3,3,7,1
2135,00001776-02,2,0,0,3,2,1,1,1,0,7,1,3,7,1
2136,00001782-02,0,4,0,3,6,1,1,1,0,7,1,3,7,1
2137,00001787-01,1,0,0,3,2,1,1,5,2,7,1,3,7,1
2138,00001790-01,0,0,0,3,5,1,1,5,0,7,1,3,7,1
2139,00001790-02,0,0,0,3,5,1,1,5,0,7,1,3,7,1
2140,00001804-03,0,0,0,3,6,1,1,5,2,7,1,3,7,1
2141,00001804-04,0,0,0,3,6,1,1,5,2,7,3,3,7,1
2142,00001806-01,3,4,0,3,6,1,1,1,0,7,4,3,7,1
2143,00001807-02,0,0,0,0,5,1,1,1,0,7,1,3,7,1
2144,00001807-03,0,0,0,0,5,1,1,1,0,7,1,3,7,1
2145,00001810-01,0,1,0,3,2,1,1,5,5,7,3,3,7,1
2146,00001810-02,0,2,0,3,2,1,1,5,5,7,3,3,7,1
2147,00001823-02,1,4,0,3,2,1,1,1,1,7,1,1,7,1
2148,00001825-04,3,4,0,3,0,1,1,5,0,7,3,3,7,1
2149,00001825-05,3,4,0,3,0,1,1,5,0,7,3,3,7,1
2150,00001825-06,3,4,0,3,0,1,1,5,0,7,3,3,7,1
2151,00001828-02,0,4,0,3,2,1,1,1,0,7,1,3,7,1
2152,00001828-03,0,4,0,3,6,0,1,1,2,7,1,3,7,1
2153,00001828-04,0,4,0,3,6,1,1,1,0,7,1,3,7,1
2154,00001832-01,3,4,0,0,0,1,1,1,0,7,1,3,7,1
2155,00001832-02,3,4,0,0,0,1,1,1,0,7,1,3,7,1
2156,00001837-03,2,0,0,0,6,1,0,5,0,7,1,3,7,1
2157,00001837-04,2,4,2,0,6,1,0,5,0,7,1,3,7,1
2158,00001839-02,0,4,0,3,5,1,1,1,0,7,1,3,7,1
2159,00001840-03,1,4,0,3,0,1,1,1,0,7,2,3,7,1
2160,00001840-04,1,4,0,3,0,1,1,1,0,7,2,3,7,1
2161,00001846-01,0,3,1,3,2,1,1,5,0,7,1,3,7,1
2162,00001850-03,0,0,0,3,0,1,1,5,5,7,3,3,7,1
2163,00001860-01,1,4,0,3,6,1,1,5,0,7,3,3,7,1
2164,00001860-02,1,4,0,3,0,1,1,5,0,7,3,3,7,1
2165,00001862-02,2,2,0,3,6,0,1,1,1,1,1,1,1,1
2166,00001871-01,3,4,0,3,4,1,1,1,0,7,4,3,7,1
2167,00001874-03,0,4,0,0,5,1,1,5,0,7,1,3,7,1
2168,00001874-04,1,4,0,0,5,1,0,5,0,7,1,3,7,1
2169,00001890-03,0,4,0,3,2,1,1,1,1,7,1,3,7,1
2170,00001890-04,0,4,0,3,3,1,1,1,0,7,1,3,7,1
2171,00001893-02,0,4,0,0,5,1,0,1,0,7,3,3,7,1
2172,00001895-01,3,0,0,0,4,2,1,1,6,7,4,5,7,1
2173,00001895-02,3,0,0,0,4,1,1,1,6,7,4,5,7,1
2174,00001897-02,0,4,0,3,2,1,1,5,0,7,1,3,7,1
2175,00001898-01,3,3,0,3,3,1,1,1,0,7,4,3,7,1
2176,00001898-02,3,4,0,3,3,1,1,1,0,7,4,3,7,1
2177,00001905-03,3,4,0,3,0,1,1,1,0,7,1,3,7,1
2178,00001905-05,3,4,0,3,0,1,1,1,0,7,1,3,7,1
2179,00001910-01,3,4,0,3,4,1,1,1,0,7,4,3,7,1
2180,00001910-03,3,4,0,3,4,1,1,1,0,7,4,3,7,1
2181,00001915-02,1,4,0,3,2,1,1,5,0,7,1,3,7,1
2182,00001916-01,3,4,0,3,0,1,1,5,2,7,3,3,7,1
2183,00001920-03,1,4,0,3,2,1,1,1,0,7,1,3,7,1
2184,00001920-04,1,4,0,3,2,1,1,1,0,7,1,3,7,1
2185,00001921-01,3,0,0,3,2,1,1,1,0,7,1,3,7,1
2186,00001930-01,0,4,0,3,2,1,1,1,0,7,1,3,7,1
2187,00001930-02,0,4,0,3,6,1,1,1,0,7,1,3,7,1
2188,00001930-03,0,4,0,3,6,1,1,1,0,7,1,3,7,1
2189,00001932-01,3,0,0,3,4,1,1,0,0,7,3,3,7,1
2190,00001939-02,3,0,0,0,0,0,0,1,0,1,1,3,1,1
2191,00001942-01,3,0,0,3,4,1,1,1,1,7,2,3,7,1
2192,00001945-02,0,2,0,0,6,1,1,5,5,7,3,3,7,1
2193,00001950-03,0,4,0,1,2,1,0,6,0,7,5,3,7,1
2194,00001950-04,0,4,0,1,2,1,1,6,0,7,5,3,7,1
2195,00001957-02,0,0,0,0,5,1,0,1,0,7,0,3,7,1
2196,00001962-01,0,4,0,3,5,1,1,1,0,7,1,3,7,1
2197,00001962-02,0,4,0,3,5,1,1,1,0,7,1,3,7,1
2198,00001969-01,3,4,0,3,2,1,1,1,0,7,1,3,7,1
2199,00001969-02,3,4,0,3,2,1,1,1,0,7,1,3,7,1
2200,00001977-03,0,4,0,3,6,1,1,1,0,7,1,3,7,1
2201,00001981-03,0,4,0,3,5,1,1,5,1,7,3,3,7,1
2202,00001981-04,0,4,0,3,5,1,1,5,1,7,3,3,7,1
2203,00002000-01,3,4,0,3,0,1,0,1,0,7,3,3,7,1
2204,00002004-03,1,0,1,3,6,1,1,5,1,7,3,3,7,1
2205,00002004-04,1,4,0,3,5,1,1,5,0,7,3,3,7,1
2206,00002005-06,1,4,2,3,2,1,1,1,0,7,2,3,7,1
2207,00002008-06,3,4,0,3,2,1,1,1,0,7,1,3,7,1
2208,00002012-02,0,4,0,3,6,1,1,5,0,7,1,3,7,1
2209,00002014-01,1,4,0,3,2,1,1,1,1,7,3,4,7,1
2210,00002014-02,1,4,0,3,6,1,1,1,1,7,3,3,7,1
2211,00002023-03,3,4,0,3,2,1,1,1,0,7,1,3,7,1
2212,00002040-03,0,4,0,3,6,1,1,1,1,7,1,1,7,1
2213,00002044-01,3,0,0,0,4,1,1,1,0,7,4,3,7,1
2214,00002048-02,3,0,0,0,3,1,1,5,1,7,1,3,7,1
2215,00002050-02,3,0,0,0,0,1,1,5,1,7,3,3,7,1
2216,00002052-01,0,0,0,3,2,1,1,1,0,7,1,3,7,1
2217,00002059-01,3,0,0,3,6,1,1,1,0,7,1,3,7,1
2218,00002061-02,0,0,0,3,5,1,1,1,0,7,1,3,7,1
2219,00002062-01,0,4,0,0,5,1,1,1,0,7,1,3,7,1
2220,00002068-02,0,0,0,0,2,1,0,1,0,7,1,3,7,1
2221,00002068-03,0,0,0,0,2,1,1,1,0,7,1,3,7,1
2222,00002069-01,0,0,0,3,2,1,1,1,0,7,1,3,7,1
2223,00002078-03,0,1,0,0,5,1,0,1,5,7,1,3,7,1
2224,00002098-02,3,4,1,3,4,1,1,1,0,7,5,3,7,1
2225,00002099-02,0,0,2,0,5,1,0,1,1,7,0,0,7,1
2226,00002099-03,0,0,0,0,5,1,0,1,1,7,0,0,7,1
2227,00002102-03,0,0,0,0,6,1,0,1,0,7,1,3,7,1
2228,00002102-04,0,0,0,0,6,1,0,1,0,7,1,3,7,1
2229,00002107-01,3,0,0,0,4,1,1,1,0,7,1,3,7,1
2230,00002107-02,3,0,2,3,4,1,1,1,0,7,1,3,7,1
2231,00002109-02,0,4,0,3,6,1,1,5,2,7,6,3,7,1
2232,00002113-02,0,0,1,3,6,1,1,1,0,7,1,3,7,1
2233,00002131-03,0,4,0,0,2,1,0,1,0,7,1,3,7,1
2234,00002131-04,0,0,1,0,2,1,0,1,2,7,1,3,7,1
